id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42781475,Orange Geranium,339505308,Joanna,,Thessaloniki,40.64379,22.948,Entire home/apt,41,2,47,2024-08-01,0.86,3,342,7,00000966765
42781524,Yellow Geranium,339505308,Joanna,,Thessaloniki,40.64238,22.94749,Entire home/apt,43,2,25,2024-09-02,0.55,3,327,4,00000966787
42781676,Agiou Dimitriou-10 minutes to sea side-(1),47615492,Savas & Anthi,,Thessaloniki,40.64302,22.93913,Entire home/apt,33,1,132,2024-12-20,2.43,8,269,22,00009788264
42787455,Marina's Central Artful  85 m2 Apartment !,177007332,Marina,,Thessaloniki,40.62992,22.94977,Entire home/apt,,3,105,2023-10-05,1.88,1,0,0,00000921429
42970561,My Lovely House in Aristotelous #hosted by DoorMat,342119823,Charikleia,,Thessaloniki,40.63324,22.94153,Entire home/apt,76,2,221,2024-11-29,4.06,1,296,46,00001872942
43053764,Septa Studios- S1 Superior Room Side Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62709,22.95169,Entire home/apt,140,1,11,2024-08-25,0.22,13,90,1,00000937428
43057420,Septa Studios- S2 Superior Room Side Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62723,22.94991,Entire home/apt,140,1,3,2022-01-06,0.08,13,94,0,00000937440
43057598,Septa Studios- S3 Superior Room Side Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.627,22.94972,Entire home/apt,140,1,4,2024-11-08,0.09,13,91,2,00000937450
43059534,Septa Studios-S4 Deluxe Suite amazing Sea view,68185288,Athanasia And Vasilis,,Thessaloniki,40.6289,22.94977,Entire home/apt,212,1,3,2022-10-21,0.10,13,95,0,00000937417
43059621,Septa Studios- S5 Executive  Studio Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62703,22.95145,Entire home/apt,195,1,3,2023-04-23,0.07,13,92,0,00000937439
43059689,Septa Studios- S6 Superior Studio  Side Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62884,22.9505,Entire home/apt,195,1,7,2024-02-18,0.17,13,93,1,00000937461
43059749,Septa Studios- S7 Deluxe Studio Side Sea View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62877,22.94975,Entire home/apt,195,1,3,2023-09-17,0.10,13,95,0,00000937472
43064193,Grey Studios-G2 Deluxe Studio Balcony Street View,68185288,Athanasia And Vasilis,,Thessaloniki,40.63084,22.94788,Entire home/apt,152,1,2,2022-12-30,0.08,13,93,0,00002417541
43064349,Grey Studios-G3 Deluxe Studio Castle View,68185288,Athanasia And Vasilis,,Thessaloniki,40.63129,22.94762,Entire home/apt,197,1,4,2022-12-30,0.08,13,92,0,00002417557
43064542,Grey Studios-G4 Comfort Studio Balcony Street view,68185288,Athanasia And Vasilis,,Thessaloniki,40.63108,22.94655,Entire home/apt,152,1,6,2023-08-20,0.16,13,94,0,00002417562
43090499,5* Deluxe residence uncle Vassos,342976810,Χριστινα,,Thessaloniki,40.63231,22.94764,Entire home/apt,100,2,113,2024-12-20,2.07,1,336,23,00001015502
43091123,Elli's Home - Calm & Cozy,114838593,George,,Thessaloniki,40.61709,22.95618,Entire home/apt,70,1,62,2024-10-20,1.11,4,361,16,00002743404
43201677,Luxury studio room with balcony,343981675,Pierre,,Thessaloniki,40.63851,22.94014,Entire home/apt,58,2,13,2024-10-19,0.23,1,166,1,00001094233
43234377,Flat of Hippocrates,343385968,Mary,,Thessaloniki,40.61283,22.95988,Entire home/apt,70,2,17,2024-10-30,0.31,1,354,6,00000930229
43400561,Ήσυχο διαμέρισμα πλησίον Νέας Παραλίας Θεσ/νίκης,88947741,Thanasis,,Thessaloniki,40.61486,22.95443,Entire home/apt,45,2,242,2024-12-15,4.33,1,170,41,00000993959
43412328,Santa Rosa Cosy Apartment,152956485,Ioannis,,Thessaloniki,40.64177,22.92834,Entire home/apt,42,1,137,2024-12-18,2.50,4,354,37,00000989181
43417205,"2 Floor Apartment in Kalamaria, Thessaloniki",439647,Giorgos,,Kalamaria,40.58611,22.96585,Entire home/apt,81,3,22,2024-10-25,0.51,3,359,1,00001856070
43426970,"InCityBnB, Chic Suite in Downtown Thessaloniki",231424463,Sotiris,,Thessaloniki,40.63415,22.94588,Entire home/apt,108,2,3,2022-11-27,0.05,1,116,0,00001712842
43445771,RetroWaves,151041314,Babis,,Thessaloniki,40.62823541408312,22.946522757411003,Entire home/apt,108,2,9,2024-11-08,0.67,2,264,8,00002349560
43533923,Petra,208702499,Σοφία,,Thessaloniki,40.644,22.94344,Entire home/apt,42,1,359,2024-10-31,6.52,2,338,57,1044787
43611933,Luxury apartment in the heart of the city 1,112713546,Chris,,Thessaloniki,40.629730224609375,22.952205657958984,Entire home/apt,,3,132,2024-12-23,2.43,1,59,30,00002877361
43618212,beautiful house,347955079,Lumin,,Thessaloniki,40.60093,22.95292,Entire home/apt,76,4,44,2024-12-17,0.84,1,179,17,00003033270
43621721,Welcome!,95387597,Danai,,Thessaloniki,40.63188,22.94318,Entire home/apt,42,1,224,2024-12-23,4.04,1,317,50,00000999371
43624182,Sissy's cozy flat,348319717,Sissy,,Kordelio – Evosmos,40.67365,22.91405,Entire home/apt,53,4,70,2024-12-19,1.28,1,338,13,00001027249
43735820,Christina's hospitallity-The road of tradition!,198638021,Christina,,Thessaloniki,40.6404,22.95062,Entire home/apt,81,4,6,2023-09-14,0.11,2,52,0,00001015316
43753712,Antigoni's Dreamy Apartment,349647694,Μαρία,,Thessaloniki,40.64132,22.94199,Entire home/apt,93,2,134,2024-11-15,2.43,1,357,19,00001008020
43766848,IONOS,191124497,Σπυρος,,Thessaloniki,40.63554,22.93899,Entire home/apt,30,1,145,2024-12-21,2.72,4,332,49,00001017310
43771651,Bedroom - Center,349667768,Dimitris,,Thessaloniki,40.63532,22.94569,Entire home/apt,200,120,1,2021-06-30,0.02,2,365,0,00000310602
43777499,"Διαμέρισμα 3 υπνοδωματίων & βεράντα, κέντρο πόλης",138284660,Χρήστος,,Thessaloniki,40.621,22.95924,Entire home/apt,53,14,37,2024-09-30,0.68,1,179,9,00001017713
43793598,apartment downtown center,349667768,Dimitris,,Thessaloniki,40.63441,22.94438,Entire home/apt,240,15,0,,,2,180,0,00000310602
43794746,Πανόραμα πολυτελής κατοικία με θέα,77676926,Alkis,,Pilea – Chortiatis,40.58736,23.02694,Entire home/apt,99,7,0,,,1,319,0,
43810182,Nest for relaxation,226336056,Βασω,,Thessaloniki,40.64515360000001,22.9471744,Entire home/apt,53,2,13,2024-12-01,0.47,1,142,6,00001765719
43829846,Agias Sofias Square Stunning suite,77080281,Stratos,,Thessaloniki,40.63263,22.94541,Entire home/apt,71,6,23,2024-09-09,0.44,2,320,1,00001353961
43831255,Sky roof apartments#1,119416356,Fani,,Thessaloniki,40.63398,22.9396,Entire home/apt,59,1,338,2024-12-05,6.21,31,74,31,00001112976
43837996,Innovative comfy apartment in Ladadika,350279014,Innovation,,Thessaloniki,40.63825,22.93666,Entire home/apt,,1,102,2024-03-27,1.88,34,0,7,00001904619
43838090,Innovative designer studio in Ladadika,350279014,Innovation,,Thessaloniki,40.63771,22.93727,Entire home/apt,41,1,148,2024-12-08,2.74,34,55,37,00001977077
43842006,Fully furnished studio in a traditional guesthouse,129257949,Constantino,,Thessaloniki,40.64374,22.94349,Entire home/apt,42,1,9,2022-03-23,0.16,6,354,0,0933K133K0466700
43842706,Feel like Home in Thessaloniki,350658260,Maria & Vicky,,Thessaloniki,40.61726,22.95515,Entire home/apt,100,2,33,2024-10-07,0.64,1,355,12,00001059323
43847165,Villanova Apartment #2,103104510,Theodoros,,Thessaloniki,40.64248,22.93128,Entire home/apt,,1,122,2024-09-23,2.25,4,336,37,00001012660
43878947,Flat 129 ★ Sea view ★ 5min walk to Roman Forum,28441702,Silvia,,Thessaloniki,40.640911,22.945417,Entire home/apt,62,2,121,2024-12-08,3.04,2,56,42,00001344284
43928934,Sharks Thessaloniki Big Balcony House.,24978360,Ioannis,,Thessaloniki,40.61604309082031,22.97863006591797,Entire home/apt,49,1,57,2024-09-22,1.04,1,359,10,00001016419
43938007,Placebo Apartment,28267881,Tomas&Cristina! Skgbnb,,Thessaloniki,40.60803,22.95578,Entire home/apt,73,2,54,2024-10-13,1.00,30,210,14,00002409207
43948446,Escape ... in style / Seaside Downtown Balcony 503,80206409,Mike,,Thessaloniki,40.63176,22.94171,Entire home/apt,58,1,114,2024-11-25,2.11,12,339,23,00003014313
43978608,Kyana downtown apartments - Kassi -,22915578,Joanna,,Thessaloniki,40.63101,22.95157,Entire home/apt,63,2,2,2024-12-01,1.13,1,81,2,00001018959
43978822,Salonika downtown spacious apartment,193837420,Zefi,,Thessaloniki,40.63493,22.94875,Entire home/apt,,2,20,2024-05-12,0.37,1,0,1,00001027420
44026155,Archaeo Home | Clean & Cozy | 5 min from sea front,342129780,Sofia,,Thessaloniki,40.61583,22.95619,Entire home/apt,93,2,83,2023-10-10,1.54,1,176,0,00000998516
44059223,"White Suite ""Armonia""",190915943,Δημήτρης -,,Thessaloniki,40.61719,22.95904,Entire home/apt,90,1,112,2024-12-17,2.08,2,303,28,00001018289
44083590,Old Radio House,272498492,Anthi M.,,Kordelio – Evosmos,40.6715,22.89646,Entire home/apt,50,2,99,2024-12-24,1.88,1,168,30,5278854
44121329,Air Loft,354502570,ΓιώργοςΧαρά,,Thessaloniki,40.62957,22.94577,Entire home/apt,61,2,202,2024-12-01,3.72,1,276,31,00002245034
44159208,Central Townhouse,162871303,Ioannis,,Thessaloniki,40.63496017456055,22.952564239501953,Entire home/apt,105,3,7,2024-10-28,0.19,1,174,2,00001034508
44175363,Thessaloniki - Quiet Loft Apartment in the City,154443586,Maria,,Thessaloniki,40.60814,22.97006,Entire home/apt,55,1,0,,,1,17,0,00001030930
44204866,@OIKOTRUST 3-bdr City Flat / Special Offer JUL-AUG,263378241,Oikotrust,,Thessaloniki,40.6342,22.95258,Entire home/apt,80,3,10,2023-08-27,0.19,1,115,0,00001036096
44232786,The City Block 5,241226463,Margarita,,Thessaloniki,40.60482,22.96277,Entire home/apt,45,2,17,2023-06-18,0.39,5,358,0,00001172123
44242704,Innovative luxurious suite in Ladadika,350279014,Innovation,,Thessaloniki,40.63742,22.93738,Entire home/apt,,2,79,2023-09-21,1.48,34,0,0,00001904645
44261364,#Speranza Apt near Theageneio by halu!,251290631,Halu,,Thessaloniki,40.6184,22.96005,Entire home/apt,104,1,12,2024-12-17,0.23,92,360,5,00002255393
44287259,"J. Villara's Luxury Suites ""Hive 1934""",356279703,Vasileios,,Thessaloniki,40.63754,22.93887,Entire home/apt,56,3,23,2023-11-17,0.56,2,354,0,00001029178
44287985,"J. Villara's Luxury Suites ""Spring 1932""",356279703,Vasileios,,Thessaloniki,40.63754,22.93909,Entire home/apt,56,3,7,2024-10-07,0.21,2,354,2,00001029157
44320579,Central heart of Thessaloniki,357494009,Χριστίνα,,Thessaloniki,40.64039,22.93962,Entire home/apt,46,2,91,2024-04-28,1.69,1,353,2,00001082283
44338800,"Amarillo #3, Nilie Hospitality MGMT",239769711,Nilie Premium Hospitality MGMT,,Thessaloniki,40.64003,22.93971,Entire home/apt,100,1,16,2024-10-22,0.35,284,335,9,00001039373
44378111,Εmerald Luxury Suite in Thessaloniki,268783289,Alexandra,,Kordelio – Evosmos,40.66903,22.92105,Entire home/apt,87,1,70,2024-12-15,1.31,1,177,17,00001056046
44385979,Namaste - Retro Boutique Apt in Historical Area,358149592,NamasteHomes,,Thessaloniki,40.63812,22.9536,Entire home/apt,103,1,44,2023-10-22,0.82,5,34,0,00001926423
44411469,"City Center, Sea view, Big private terrace",217068162,Marabou Unique Stay,,Thessaloniki,40.63778,22.9356,Entire home/apt,75,2,271,2024-09-04,5.08,8,275,9,00001045646
44453911,Sweet luxury,255827342,Ελευθερία,,Thessaloniki,40.60904,22.96009,Entire home/apt,56,1,144,2024-11-29,2.70,1,17,17,00001123679
44457545,~~GK cozyhome,359193131,Katerina,,Thessaloniki,40.64257,22.93562,Entire home/apt,70,2,63,2024-11-24,1.58,1,168,23,00001094440
44563051,Bright Bright C -Modern apartment with terrace,112813374,Viktoria,,Thessaloniki,40.63648,22.93764,Entire home/apt,77,2,125,2024-12-23,2.35,2,328,53,00002759770
44570570,"Waterfront #1Design - CozyCityCenter ""Octopus Pod""",10654206,Alexandra,,Thessaloniki,40.631729,22.941696,Entire home/apt,33,1,304,2024-12-22,5.70,28,340,88,00001056843
44574969,Elegant-City Center-Modern apartment,360735544,Penelope,,Thessaloniki,40.62953,22.94536,Entire home/apt,159,2,37,2024-10-31,0.70,1,171,12,00001058257
44582033,"93, Nilie Hospitality MGMT",239769711,Nilie Premium Hospitality MGMT,,Thessaloniki,40.63365,22.94889,Entire home/apt,64,1,58,2024-10-27,1.09,284,352,6,1380904
44585652,"Waterfront #2Design -CozyCityCenter ""Blue Capsule""",10654206,Alexandra,,Thessaloniki,40.631729,22.941696,Entire home/apt,31,1,282,2024-12-22,5.28,28,354,85,00001056817
44586560,Waterfront #3Design- CozyCityCenter PurpleSleepbox,10654206,Alexandra,,Thessaloniki,40.631729,22.941696,Entire home/apt,33,1,444,2024-12-21,8.34,28,318,97,00001056801
44697901,ONAR studio,107373389,Anastasia,,Thessaloniki,40.63883,22.93627,Entire home/apt,35,2,18,2024-08-08,0.37,5,108,2,00002510940
44699527,"Cute ,clean flat-close to center.",47615492,Savas & Anthi,,Thessaloniki,40.62182,22.96201,Entire home/apt,33,1,147,2024-11-18,2.78,8,355,28,00009795836
44834144,Tiny Deluxe Suite in Kalamaria,185879969,Aikaterina,,Kalamaria,40.58881,22.95964,Entire home/apt,61,3,12,2024-05-19,0.23,3,169,2,00001454774
44835116,Cozy 2BR next to Aristotelous Square (Centre),362511385,Abraham,,Thessaloniki,40.63701,22.94683,Entire home/apt,65,2,164,2024-11-29,3.10,1,74,36,00001065361
45017742,Luxury suite 5 star services,363334042,Tatiana,,Thessaloniki,40.64661,22.91739,Entire home/apt,207,1,0,,,1,364,0,00000460975
45137830,Charlot House,45875542,Sofoklis,,Neapolis – Sykeon,40.63603,22.96076,Entire home/apt,48,3,29,2024-10-28,0.68,5,360,3,00002556031
45185523,Utopia- City Center #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.63127,22.96244,Entire home/apt,80,2,38,2024-10-02,0.81,33,356,5,00002349272
45197345,modern style home near the train station,190245854,Georgios,,Thessaloniki,40.64394,22.93042,Entire home/apt,47,1,65,2024-09-20,1.25,1,296,4,00001077890
45216262,Astor’s Boutique Egnatia (D),163123431,Ntemi And Nick,,Thessaloniki,40.63747,22.9386,Entire home/apt,46,2,148,2024-11-30,2.85,15,352,33,00002397160
45228027,Astor’s Boutique Egnatia (C),163123431,Ntemi And Nick,,Thessaloniki,40.64003,22.93841,Entire home/apt,53,2,118,2024-11-04,2.30,15,357,22,00002397214
45231796,Norra Apartments,362246772,Christos,,Thessaloniki,40.61647,22.97296,Entire home/apt,37,2,68,2024-12-18,1.71,1,71,11,00001343650
45234548,Comfortable Accommodation inThessaloniki,229524509,Eirini,,Pavlou Mela,40.66686,22.94572,Entire home/apt,47,7,24,2024-03-30,0.51,1,0,3,00001078111
45247518,Astor’s Boutique Egnatia (B),163123431,Ntemi And Nick,,Thessaloniki,40.63836,22.93845,Entire home/apt,63,2,119,2024-12-02,2.28,15,355,26,00002397220
45257707,Ladadika Luxury Studios #1,305664744,Welcome Bnb,,Thessaloniki,40.63646,22.93678,Entire home/apt,82,1,123,2024-12-07,2.35,10,357,2,00002463516
45263213,Aristotelous square apartment No 2,260321699,Μπουτσιούκης,,Thessaloniki,40.63445,22.94475,Entire home/apt,43,1,9,2022-10-30,0.21,2,138,0,00001044830
45263359,Φοιτητική κατοικία,74624594,Nikos,,Thessaloniki,40.60804,22.97212,Entire home/apt,450,365,0,,,1,365,0,
45278083,Apartments 77 Comfort,167783496,Irina&Marin,,Thessaloniki,40.61947,22.95735,Entire home/apt,100,1,3,2023-01-02,0.07,2,176,0,00001076489
45278839,"Superior , Modern Cozy  Apartment  90 τ.μ.  2Beds",38054563,Dimitra,,Kalamaria,40.5863,22.96572,Entire home/apt,101,3,19,2024-10-20,0.37,1,163,3,00001094536
45278929,Astor’s Boutique Egnatia (A),163123431,Ntemi And Nick,,Thessaloniki,40.63819,22.93846,Entire home/apt,55,2,161,2024-09-23,3.09,15,352,16,00002397235
45280496,Ladadika Luxury Studios #2,305664744,Welcome Bnb,,Thessaloniki,40.63536,22.93788,Entire home/apt,84,1,85,2024-12-07,1.65,10,357,16,00002463542
45465229,"Sea, Mt and City View",142699171,Κλεάνθης,,Neapolis – Sykeon,40.64034,22.96084,Entire home/apt,44,2,133,2024-11-24,2.59,1,346,31,00001084983
45467455,Zefxis: Rail & Port accommodation #3 sea view,367858831,Ελευθερία,,Thessaloniki,40.64357,22.9309,Entire home/apt,80,2,4,2020-11-15,0.08,1,80,0,00001040913
45486622,Luxury Apartments in Skg No3,213343119,Δημητρα,,Thessaloniki,40.6373,22.952,Entire home/apt,,1,137,2024-09-30,2.64,6,0,23,00002387151
45515939,Bright Bright D- Charming  Central Studio,112813374,Viktoria,,Thessaloniki,40.636475,22.937641,Entire home/apt,48,2,89,2024-11-14,1.73,2,353,25,00002759886
45520170,Grey Studios-G1 Comfort Studio  BalconyCastle View,68185288,Athanasia And Vasilis,,Thessaloniki,40.62908,22.94778,Entire home/apt,152,1,3,2023-12-09,0.08,13,94,0,00002417541
45524904,Vintage passion !,314719925,Alkmini,,Thessaloniki,40.63973,22.93858,Entire home/apt,,5,17,2024-12-02,0.33,2,0,9,01123534760
45605110,UTOPIA Studio can host up to 8ppl with UTOPIA Flat,71477920,Konstantinos,,Thessaloniki,40.64224,22.93783,Entire home/apt,50,2,131,2024-11-18,2.57,2,332,29,00001094174
45613610,UTOPIA Flat can host up to 8ppl with UTOPIA Studio,71477920,Konstantinos,,Thessaloniki,40.64423,22.93777,Entire home/apt,50,2,114,2024-12-08,2.23,2,317,28,00001094207
45613939,Urban Seaside Studio with BALCONY,54654715,Elina,,Thessaloniki,40.63098,22.94265,Entire home/apt,77,1,203,2024-12-08,3.98,2,157,44,00002893048
45667755,"Upper Floor #4, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.638,22.93605,Entire home/apt,137,2,78,2024-08-31,1.55,175,173,10,00002992064
45720810,Namastay in Agias Sofias #hosted by DoorMat,370588541,Mariana,,Thessaloniki,40.6357,22.94761,Entire home/apt,48,2,102,2024-12-09,4.15,5,332,55,00001814657
45764631,Thessaloniki Nature Home,243111193,Mairly,,Thessaloniki,40.64468,22.93757,Entire home/apt,60,2,15,2023-11-12,0.36,1,82,0,00002202671
45779838,Elegant apartment,136549887,Zoitsa,,Thessaloniki,40.64252,22.94417,Entire home/apt,40,2,164,2024-10-20,3.22,1,357,25,00001095623
45840726,Downtown Seaside Suite 2,233599991,Χρήστος,,Thessaloniki,40.63274,22.93917,Entire home/apt,170,1,3,2021-06-06,0.07,30,353,0,00000820668
45841231,Downtown Seaside Suite 3,233599991,Χρήστος,,Thessaloniki,40.633506774902344,22.938854217529297,Entire home/apt,148,1,22,2024-02-28,0.43,30,352,1,00000820668
45891834,St Paul Ground floor,45875542,Sofoklis,,Neapolis – Sykeon,40.63617,22.95917,Entire home/apt,42,3,8,2024-09-22,0.18,5,357,1,00002556802
45892050,Downtown Seaside Suite 4,233599991,Χρήστος,,Thessaloniki,40.63285,22.93951,Entire home/apt,136,1,16,2024-12-22,0.34,30,360,4,00000820668
45903992,Porto Sea View Apartment #01,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63474,22.93595,Entire home/apt,164,1,3,2024-09-30,0.08,40,334,1,00001247214
45904374,Porto Sea View Apartment- Deluxe Suite& Jacuzzi 02,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63362,22.9355,Entire home/apt,191,1,12,2024-11-09,0.33,40,356,5,00002735728
45904821,Porto Sea View Apartments #03,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63509,22.93505,Entire home/apt,170,1,22,2024-09-21,0.53,40,358,4,00002735775
45904869,Waterfront apartment with sea view_WV112,260979712,Erasmus,,Thessaloniki,40.61515,22.95423,Entire home/apt,,1,19,2022-07-22,0.40,40,311,0,00002978637
45904903,Porto Sea View Apartments #04,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63472,22.935823,Entire home/apt,193,1,43,2024-11-24,1.01,40,353,2,00001221338
45904941,Porto Sea View Apartments #05,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63388,22.93666,Entire home/apt,136,1,12,2022-11-06,0.29,40,350,0,00002735780
45904966,"Sea & City views, Aspa’s apartment",372146961,Aspasia,,Thessaloniki,40.62204,22.953192,Entire home/apt,,2,26,2024-02-18,0.58,1,0,1,00001097218
45904989,Porto Sea View Apartments #06,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63498,22.93537,Entire home/apt,165,1,15,2024-12-14,0.35,40,332,2,00002735829
45905414,Porto Sea View Apartments #07,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63494,22.93611,Entire home/apt,1208,1,9,2024-11-16,0.21,40,356,2,00002735387
45905503,Porto Sea View Apartments  #08,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63512,22.93545,Entire home/apt,113,1,8,2023-01-01,0.20,40,342,0,00002735526
45905543,Porto Sea View Apartments  #9,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63478,22.9374,Entire home/apt,117,1,18,2024-08-22,0.43,40,341,1,00002735760
45905587,Porto Sea View Apartments  #10,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63358,22.93669,Entire home/apt,118,1,10,2023-07-15,0.24,40,326,0,00002735531
45905624,Porto Sea View Apartments  #11,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63467,22.93662,Entire home/apt,125,1,4,2022-08-28,0.10,40,345,0,00002735568
45905681,Porto Sea View Apartments  #12,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63482,22.93523,Entire home/apt,103,1,9,2022-07-25,0.21,40,342,0,00002735573
45947656,Porto Sea View Apartments #14,372140900,Τουριστικά Καταλύματα PortoSeaView,,Thessaloniki,40.63527,22.93701,Entire home/apt,150,1,11,2023-01-08,0.26,40,340,0,00002735855
45948060,Erastos Luxury Home,372496533,Petros,,Pilea – Chortiatis,40.63722,23.02459,Entire home/apt,95,4,5,2024-06-25,0.10,1,167,1,00001000180
45955189,δίχωρο μοντέρνο διαμέρισμα στο κέντρο,150992455,Georgios,,Thessaloniki,40.64191,22.93018,Entire home/apt,46,2,30,2024-11-25,1.25,1,357,17,00001876163
46000962,Roman Forum Luxury Appartment,372881888,Αλέξανδρος,,Thessaloniki,40.6383,22.94653,Entire home/apt,60,1,37,2024-10-31,0.73,1,84,6,00001101991
46003299,Sunny and warm apartment,36179444,Konstantin,,Thessaloniki,40.62940216064453,22.946693420410156,Entire home/apt,58,5,10,2024-07-17,0.25,1,346,1,00000251509
46045780,SKG Syggrou - Modern 2 bedroom 1 living room flat,373220301,Julia,,Thessaloniki,40.639931,22.942198,Entire home/apt,78,1,50,2024-12-08,1.14,1,262,9,00001102080
46103197,Seaview Apartment 2 bedrooms,2295249,Angelos,,Thessaloniki,40.64428,22.93939,Entire home/apt,78,2,23,2023-12-14,0.46,6,0,0,00001068957
46166523,Beautiful & renovated 4P charming apt Thessaloniki,326465600,Yitshak,,Thessaloniki,40.61062,22.95957,Entire home/apt,,2,15,2024-09-13,0.30,1,0,2,00001112036
46235483,#Liberty Apt by halu! Apartments,251290631,Halu,,Thessaloniki,40.640816,22.943773,Entire home/apt,185,1,65,2024-11-08,2.09,92,316,21,00002590794
46323295,British Style Wood 'n Stone house in Panorama,374762273,Marina,,Pilea – Chortiatis,40.58298,23.03069,Entire home/apt,83,2,3,2023-01-03,0.10,1,355,0,00001316941
46353053,Myth- City center #Skgbnb,1977386,Cristina&Tomas! Skgbnb,,Thessaloniki,40.63821,22.93868,Entire home/apt,90,2,117,2024-12-01,2.45,33,353,38,00002448767
46446257,"Adelle Apartment #21, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.6395,22.94049,Entire home/apt,139,2,129,2024-12-10,2.60,175,170,46,00002645315
46507708,Like Your Home Apartment Thessaloniki,100776361,Μανωλης,,Thessaloniki,40.60673,22.95823,Entire home/apt,101,1,115,2024-12-22,2.35,8,85,65,00002348016
46509488,Luxurious Modern Home in Kalamaria by TT,248703896,Theofanis,,Kalamaria,40.58873,22.94847,Entire home/apt,,2,54,2024-12-06,1.18,1,321,11,00003100861
46520525,#Pineapple Studio by halu! Apartments,251290631,Halu,,Thessaloniki,40.63038,22.94458,Entire home/apt,,1,7,2023-12-17,0.17,92,0,0,00001199713
46557009,One Apartment by SKG Apartments,68185288,Athanasia And Vasilis,,Thessaloniki,40.63175,22.94719,Entire home/apt,235,1,3,2024-12-09,0.18,13,89,2,00000937406
46579803,FeliCity:Accessible/Comfortable Loft_Thessaloniki,69811132,Despina,,Thessaloniki,40.63874,22.93722,Entire home/apt,140,1,21,2024-08-24,0.61,3,349,2,00001209309
46729229,COMFORT AND SEAVIEW APARTMENT NEA PARALIA,377664965,Konstantinos,,Thessaloniki,40.60095,22.95043,Entire home/apt,67,2,42,2024-12-08,0.86,1,164,11,00002702434
46960329,Bohemian Living,101933240,Giannis,,Thessaloniki,40.629425,22.952852,Entire home/apt,80,2,72,2024-10-26,1.52,4,326,9,00002376220
47038407,Luxury Apartments in Skg No6,213343119,Δημητρα,,Thessaloniki,40.6383056640625,22.951257705688477,Entire home/apt,,1,120,2024-09-06,2.55,6,0,26,00002387205
47119006,"Cozy flat  next to the city center,15 min.by foot",31456640,Grhgorhs,,Neapolis – Sykeon,40.6471,22.94586,Entire home/apt,50,2,0,,,1,164,0,00001391936
47134948,#SKGH Amaryllis suite -NearHELEXPO,146634219,Helias,,Thessaloniki,40.62712,22.95163,Entire home/apt,55,2,59,2024-06-02,1.21,19,226,5,00001111630
47165060,Super Modern Studio/Tsimiski/Thessaloniki/ 4p,381010310,George,,Thessaloniki,40.63173,22.94686,Entire home/apt,80,2,66,2024-10-28,1.51,1,171,5,00001184162
47287792,View and the city,108860419,Panagiotis,,Neapolis – Sykeon,40.64031,22.96039,Entire home/apt,110,2,44,2024-10-23,0.94,1,334,7,00001105473
47303006,"Penthouse Apartment #12, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63736,22.93599,Entire home/apt,146,2,165,2024-11-05,3.40,175,164,41,00002992271
47335817,Apartment at the heart of Thessaloniki,196008323,Alexandros,,Thessaloniki,40.63436,22.94757,Entire home/apt,49,1,295,2024-12-01,6.09,1,78,52,00001120955
47369954,"Penthouse Apartment #13, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63765,22.9359,Entire home/apt,139,2,124,2024-11-15,2.56,175,166,12,00002992287
47370377,"Penthouse Apartment #11, The Luxury Suites",280458084,The Luxury Suites,,Thessaloniki,40.63759,22.93787,Entire home/apt,150,2,71,2024-12-09,1.47,175,171,13,00002992224
47398404,Chic in the City #hosted by DoorMat,23525724,Mario,,Thessaloniki,40.63851,22.94071,Entire home/apt,,1,160,2024-12-14,3.42,9,333,63,00002489211
47403458,Helios central luxury suite,108033866,Apostolos,,Thessaloniki,40.63692,22.93907,Entire home/apt,130,2,149,2024-11-07,3.09,9,350,37,00002450564
